event,start,end,duration,RMSE,MAE,stars,params,comment
mFriedman_minpack.lm::nlsLM_08,15:46:16.024,15:46:16.446,0.422,0.0055,0.0043,**,maxiter = 150,Require hand-made formulas and scaling
mFriedman_minpack.lm::nlsLM_09,15:46:16.446,15:46:16.884,0.438,0.0825,0.0751,**,maxiter = 150,Require hand-made formulas and scaling
mFriedman_minpack.lm::nlsLM_10,15:46:16.884,15:46:17.352,0.468,0.0939,0.0769,**,maxiter = 150,Require hand-made formulas and scaling
mFriedman_h2o::h2o.deeplearning_01,15:53:41.073,15:53:41.760,0.687,0.0356,0.0281,,maxiter=200,Bad on univariate datasets
mFriedman_h2o::h2o.deeplearning_02,15:53:41.776,15:53:42.494,0.718,0.089,0.0764,,maxiter=200,Bad on univariate datasets
mFriedman_h2o::h2o.deeplearning_03,15:53:42.526,15:53:44.194,1.668,0.1006,0.0834,,maxiter=200,Bad on univariate datasets
mFriedman_h2o::h2o.deeplearning_04,15:53:44.209,15:53:44.787,0.578,0.0347,0.0278,,maxiter=200,Bad on univariate datasets
mFriedman_h2o::h2o.deeplearning_05,15:53:44.819,15:53:45.428,0.609,0.0359,0.0286,,maxiter=200,Bad on univariate datasets
mFriedman_h2o::h2o.deeplearning_06,15:53:45.444,15:53:46.162,0.718,0.0346,0.0275,,maxiter=200,Bad on univariate datasets
mFriedman_h2o::h2o.deeplearning_07,15:53:46.178,15:53:46.912,0.734,0.0353,0.0271,,maxiter=200,Bad on univariate datasets
mFriedman_h2o::h2o.deeplearning_08,15:53:46.928,15:53:47.678,0.75,0.0351,0.0273,,maxiter=200,Bad on univariate datasets
mFriedman_h2o::h2o.deeplearning_09,15:53:47.693,15:53:48.350,0.657,0.0327,0.0258,,maxiter=200,Bad on univariate datasets
mFriedman_h2o::h2o.deeplearning_10,15:53:48.365,15:53:49.068,0.703,0.0874,0.0763,,maxiter=200,Bad on univariate datasets
mFriedman_neuralnet::neuralnet_rprop+_01,18:06:35.302,18:06:52.860,17.558,0.2348,0.188,,,Erratic on difficult datasets
mFriedman_neuralnet::neuralnet_rprop+_02,18:06:52.876,18:07:10.200,17.324,0.2348,0.188,,,Erratic on difficult datasets
mFriedman_neuralnet::neuralnet_rprop+_03,18:07:10.215,18:07:27.524,17.309,0.2348,0.188,,,Erratic on difficult datasets
mFriedman_neuralnet::neuralnet_rprop+_04,18:07:27.539,18:07:44.882,17.343,0.2348,0.188,,,Erratic on difficult datasets
mFriedman_neuralnet::neuralnet_rprop+_05,18:07:44.900,18:08:03.297,18.397,0.2348,0.188,,,Erratic on difficult datasets
mFriedman_neuralnet::neuralnet_backprop_01,21:13:46.973,21:14:03.743,16.77,0.2348,0.188,,,Fails on difficult datasets
mFriedman_neuralnet::neuralnet_backprop_02,21:14:03.759,21:14:20.989,17.23,0.2348,0.188,,,Fails on difficult datasets
mFriedman_neuralnet::neuralnet_backprop_03,21:14:21.005,21:14:38.030,17.025,0.2348,0.188,,,Fails on difficult datasets
mFriedman_neuralnet::neuralnet_backprop_04,21:14:38.046,21:14:55.323,17.277,0.2348,0.188,,,Fails on difficult datasets
mFriedman_neuralnet::neuralnet_backprop_05,21:14:55.339,21:15:12.725,17.386,0.2348,0.188,,,Fails on difficult datasets
