event,start,end,duration,RMSE,MAE,stars,params,comment
uGauss2_AMORE:BATCHgd_08,11:00:22.781,11:00:23.683,0.902,15.9527,12.8174,,iter=5000,NA
uGauss2_AMORE:BATCHgd_09,11:00:23.683,11:00:24.634,0.951,16.7147,12.7862,,iter=5000,NA
uGauss2_AMORE:BATCHgd_10,11:00:24.636,11:00:25.631,0.995,16.8323,13.5536,,iter=5000,NA
uGauss2_AMORE:BATCHgdwm_01,11:02:47.741,11:02:48.651,0.91,26.9346,23.1818,,iter=5000,NA
uGauss2_AMORE:BATCHgdwm_02,11:02:48.651,11:02:49.557,0.906,26.2823,22.3416,,iter=5000,NA
uGauss2_AMORE:BATCHgdwm_03,11:02:49.572,11:02:50.482,0.91,27.8481,24.1769,,iter=5000,NA
uGauss2_AMORE:BATCHgdwm_04,11:02:50.482,11:02:51.404,0.922,26.7467,22.9805,,iter=5000,NA
uGauss2_AMORE:BATCHgdwm_05,11:02:51.404,11:02:52.345,0.941,26.9472,23.1562,,iter=5000,NA
uGauss2_AMORE:BATCHgdwm_06,11:02:52.345,11:02:53.337,0.992,27.6626,23.9168,,iter=5000,NA
uGauss2_AMORE:BATCHgdwm_07,11:02:53.339,11:02:54.249,0.91,28.1125,24.4394,,iter=5000,NA
uGauss2_AMORE:BATCHgdwm_08,11:02:54.249,11:02:55.227,0.978,27.389,23.6396,,iter=5000,NA
uGauss2_AMORE:BATCHgdwm_09,11:02:55.229,11:02:56.138,0.909,26.6652,22.8865,,iter=5000,NA
uGauss2_AMORE:BATCHgdwm_10,11:02:56.154,11:02:57.077,0.923,26.2556,22.4587,,iter=5000,NA
uGauss2_ANN2::neuralnetwork_adam_01,11:09:49.846,11:09:50.288,0.442,3.2984,2.6225,,iter=5000,NA
uGauss2_ANN2::neuralnetwork_adam_02,11:09:50.288,11:09:50.731,0.443,2.571,2.0312,,iter=5000,NA
uGauss2_ANN2::neuralnetwork_adam_03,11:09:50.734,11:09:51.183,0.449,3.396,2.7452,,iter=5000,NA
uGauss2_ANN2::neuralnetwork_adam_04,11:09:51.185,11:09:51.634,0.449,2.8788,2.2604,,iter=5000,NA
uGauss2_ANN2::neuralnetwork_adam_05,11:09:51.636,11:09:52.083,0.447,3.5582,2.8089,,iter=5000,NA
uGauss2_ANN2::neuralnetwork_adam_06,11:09:52.083,11:09:52.536,0.453,2.5273,2.0099,,iter=5000,NA
uGauss2_ANN2::neuralnetwork_adam_07,11:09:52.536,11:09:52.999,0.463,2.7728,2.1613,,iter=5000,NA
uGauss2_ANN2::neuralnetwork_adam_08,11:09:53.002,11:09:53.456,0.454,2.706,2.1222,,iter=5000,NA
uGauss2_ANN2::neuralnetwork_adam_09,11:09:53.458,11:09:53.912,0.454,2.6343,2.0842,,iter=5000,NA
uGauss2_ANN2::neuralnetwork_adam_10,11:09:53.914,11:09:54.372,0.458,3.3923,2.7312,,iter=5000,NA
uGauss2_ANN2::neuralnetwork_rmsprop_01,11:12:57.481,11:12:57.919,0.438,5.4013,4.0705,,iter=5000,NA
uGauss2_ANN2::neuralnetwork_rmsprop_02,11:12:57.921,11:12:58.347,0.426,3.8151,2.8712,,iter=5000,NA
uGauss2_ANN2::neuralnetwork_rmsprop_03,11:12:58.347,11:12:58.779,0.432,3.6045,2.803,,iter=5000,NA
uGauss2_ANN2::neuralnetwork_rmsprop_04,11:12:58.779,11:12:59.222,0.443,5.7084,4.5586,,iter=5000,NA
uGauss2_ANN2::neuralnetwork_rmsprop_05,11:12:59.224,11:12:59.645,0.421,6.5847,5.2147,,iter=5000,NA
uGauss2_ANN2::neuralnetwork_rmsprop_06,11:12:59.653,11:13:00.087,0.434,6.5377,4.9928,,iter=5000,NA
uGauss2_ANN2::neuralnetwork_rmsprop_07,11:13:00.087,11:13:00.527,0.44,5.1098,4.0266,,iter=5000,NA
uGauss2_ANN2::neuralnetwork_rmsprop_08,11:13:00.527,11:13:00.978,0.451,6.5346,4.9931,,iter=5000,NA
uGauss2_ANN2::neuralnetwork_rmsprop_09,11:13:00.980,11:13:01.424,0.444,3.5621,2.8097,,iter=5000,NA
uGauss2_ANN2::neuralnetwork_rmsprop_10,11:13:01.426,11:13:01.864,0.438,3.0177,2.3518,,iter=5000,NA
uGauss2_ANN2::neuralnetwork_sgd_01,11:15:40.514,11:15:40.925,0.411,3.4404,2.7487,,iter=5000,NA
uGauss2_ANN2::neuralnetwork_sgd_02,11:15:40.925,11:15:41.340,0.415,3.4007,2.7138,,iter=5000,NA
uGauss2_ANN2::neuralnetwork_sgd_03,11:15:41.355,11:15:41.768,0.413,4.3811,3.1377,,iter=5000,NA
uGauss2_ANN2::neuralnetwork_sgd_04,11:15:41.768,11:15:42.184,0.416,3.3754,2.7055,,iter=5000,NA
uGauss2_ANN2::neuralnetwork_sgd_05,11:15:42.200,11:15:42.611,0.411,3.2756,2.591,,iter=5000,NA
uGauss2_ANN2::neuralnetwork_sgd_06,11:15:42.611,11:15:43.049,0.438,3.3321,2.6526,,iter=5000,NA
uGauss2_ANN2::neuralnetwork_sgd_07,11:15:43.049,11:15:43.476,0.427,2.893,2.3645,,iter=5000,NA
uGauss2_ANN2::neuralnetwork_sgd_08,11:15:43.480,11:15:43.909,0.429,3.3945,2.7214,,iter=5000,NA
uGauss2_ANN2::neuralnetwork_sgd_09,11:15:43.909,11:15:44.340,0.431,3.4421,2.7143,,iter=5000,NA
uGauss2_ANN2::neuralnetwork_sgd_10,11:15:44.340,11:15:44.769,0.429,3.3427,2.6701,,iter=5000,NA
uGauss2_automl::automltrainmanual_trainwgrad_01,11:52:54.744,11:53:18.576,23.832,10.5059,8.2949,,,NA
uGauss2_automl::automltrainmanual_trainwgrad_02,11:53:18.580,11:53:42.158,23.578,8.8419,6.3798,,,NA
uGauss2_automl::automltrainmanual_trainwgrad_03,11:53:42.166,11:54:05.743,23.577,8.5876,6.0909,,,NA
uGauss2_automl::automltrainmanual_trainwgrad_04,11:54:05.743,11:54:28.884,23.141,9.9736,8.1791,,,NA
uGauss2_automl::automltrainmanual_trainwgrad_05,11:54:28.884,11:54:52.259,23.375,9.108,6.7772,,,NA
uGauss2_automl::automltrainmanual_trainwgrad_06,11:54:52.274,11:55:15.580,23.306,8.589,6.0638,,,NA
uGauss2_automl::automltrainmanual_trainwgrad_07,11:55:15.580,11:55:39.040,23.46,8.6588,6.1333,,,NA
uGauss2_automl::automltrainmanual_trainwgrad_08,11:55:39.040,11:56:02.311,23.271,8.4624,6.5855,,,NA
uGauss2_automl::automltrainmanual_trainwgrad_09,11:56:02.311,11:56:25.674,23.363,3.9347,2.8862,,,NA
uGauss2_automl::automltrainmanual_trainwgrad_10,11:56:25.674,11:56:48.916,23.242,5.2215,3.8606,,,NA
uGauss2_automl::automltrainmanual_trainwpso_01,12:20:45.131,12:20:52.441,7.31,9.1889,6.6922,,,NA
uGauss2_automl::automltrainmanual_trainwpso_02,12:20:52.441,12:21:00.310,7.869,7.2352,6.1324,,,NA
uGauss2_automl::automltrainmanual_trainwpso_03,12:21:00.310,12:21:06.436,6.126,10.2967,7.2818,,,NA
uGauss2_automl::automltrainmanual_trainwpso_04,12:21:06.436,12:21:13.890,7.454,9.0652,6.3685,,,NA
uGauss2_automl::automltrainmanual_trainwpso_05,12:21:13.890,12:21:23.352,9.462,10.229,8.4303,,,NA
uGauss2_automl::automltrainmanual_trainwpso_06,12:21:23.352,12:21:30.273,6.921,9.5816,7.9607,,,NA
uGauss2_automl::automltrainmanual_trainwpso_07,12:21:30.276,12:21:39.807,9.531,15.2259,11.9601,,,NA
uGauss2_automl::automltrainmanual_trainwpso_08,12:21:39.809,12:21:54.112,14.303,7.0558,6.003,,,NA
uGauss2_automl::automltrainmanual_trainwpso_09,12:21:54.112,12:21:57.329,3.217,8.3224,5.6686,,,NA
uGauss2_automl::automltrainmanual_trainwpso_10,12:21:57.345,12:22:03.252,5.907,4.0141,3.0468,,,NA
uGauss2_brnn:GaussNewton_01,12:25:25.676,12:25:25.724,0.048,2.353,1.8475,,maxiter = 200,NA
uGauss2_brnn:GaussNewton_02,12:25:25.727,12:25:25.776,0.049,2.3529,1.8475,,maxiter = 200,NA
uGauss2_brnn:GaussNewton_03,12:25:25.779,12:25:25.814,0.035,2.353,1.8475,,maxiter = 200,NA
uGauss2_brnn:GaussNewton_04,12:25:25.817,12:25:25.850,0.033,2.3519,1.8464,,maxiter = 200,NA
uGauss2_brnn:GaussNewton_05,12:25:25.852,12:25:25.909,0.057,2.352,1.8465,,maxiter = 200,NA
uGauss2_brnn:GaussNewton_06,12:25:25.912,12:25:25.944,0.032,2.353,1.8475,,maxiter = 200,NA
uGauss2_brnn:GaussNewton_07,12:25:25.946,12:25:25.975,0.029,8.2095,5.8095,,maxiter = 200,NA
uGauss2_brnn:GaussNewton_08,12:25:25.978,12:25:26.019,0.041,2.352,1.8465,,maxiter = 200,NA
uGauss2_brnn:GaussNewton_09,12:25:26.021,12:25:26.164,0.143,4.9885,4.104,,maxiter = 200,NA
uGauss2_brnn:GaussNewton_10,12:25:26.164,12:25:26.310,0.146,4.9984,4.1038,,maxiter = 200,NA
uGauss2_CaDENCE:optim.BFGS_01,12:47:04.339,12:47:06.852,2.513,19.0594,9.7969,,maxiter = 200,NA
uGauss2_CaDENCE:optim.BFGS_02,12:47:06.852,12:47:09.345,2.493,8.4793,5.0123,,maxiter = 200,NA
uGauss2_CaDENCE:optim.BFGS_03,12:47:09.348,12:47:11.798,2.45,12.242,8.7884,,maxiter = 200,NA
uGauss2_CaDENCE:optim.BFGS_04,12:47:11.798,12:47:14.342,2.544,6.5536,4.2472,,maxiter = 200,NA
uGauss2_CaDENCE:optim.BFGS_05,12:47:14.344,12:47:16.889,2.545,30.735,14.9889,,maxiter = 200,NA
uGauss2_CaDENCE:optim.BFGS_06,12:47:16.904,12:47:19.361,2.457,2.3576,1.8528,,maxiter = 200,NA
uGauss2_CaDENCE:optim.BFGS_07,12:47:19.363,12:47:21.849,2.486,8.2704,4.9441,,maxiter = 200,NA
uGauss2_CaDENCE:optim.BFGS_08,12:47:21.849,12:47:24.371,2.522,28.7235,13.9841,,maxiter = 200,NA
uGauss2_CaDENCE:optim.BFGS_09,12:47:24.373,12:47:25.897,1.524,6.4575,4.1528,,maxiter = 200,NA
uGauss2_CaDENCE:optim.BFGS_10,12:47:25.897,12:47:28.432,2.535,8.3512,4.9763,,maxiter = 200,NA
uGauss2_CaDENCE:psoptim_01,12:51:09.154,12:51:10.395,1.241,22.4069,16.7726,,maxiter = 200,NA
uGauss2_CaDENCE:psoptim_02,12:51:10.397,12:51:11.611,1.214,15.5245,12.3945,,maxiter = 200,NA
uGauss2_CaDENCE:psoptim_03,12:51:11.611,12:51:12.860,1.249,21.0936,15.8735,,maxiter = 200,NA
uGauss2_CaDENCE:psoptim_04,12:51:12.862,12:51:14.118,1.256,22.7488,16.8706,,maxiter = 200,NA
uGauss2_CaDENCE:psoptim_05,12:51:14.118,12:51:15.313,1.195,20.4492,16.2204,,maxiter = 200,NA
uGauss2_CaDENCE:psoptim_06,12:51:15.313,12:51:16.546,1.233,20.7393,16.1215,,maxiter = 200,NA
uGauss2_CaDENCE:psoptim_07,12:51:16.548,12:51:17.767,1.219,19.4282,14.3855,,maxiter = 200,NA
uGauss2_CaDENCE:psoptim_08,12:51:17.770,12:51:19.022,1.252,15.6165,12.7835,,maxiter = 200,NA
uGauss2_CaDENCE:psoptim_09,12:51:19.025,12:51:20.254,1.229,17.1361,13.177,,maxiter = 200,NA
uGauss2_CaDENCE:psoptim_10,12:51:20.254,12:51:21.487,1.233,17.1389,13.4997,,maxiter = 200,NA
uGauss2_CaDENCE:Rprop_01,14:28:49.241,14:29:18.154,28.913,7.5447,4.7002,,maxiter = 5000,NA
uGauss2_CaDENCE:Rprop_02,14:29:18.157,14:29:46.887,28.73,16.5516,11.9481,,maxiter = 5000,NA
uGauss2_CaDENCE:Rprop_03,14:29:46.887,14:30:15.730,28.843,19.5224,13.5343,,maxiter = 5000,NA
uGauss2_CaDENCE:Rprop_04,14:30:15.730,14:30:44.659,28.929,6.7635,4.3548,,maxiter = 5000,NA
uGauss2_CaDENCE:Rprop_05,14:30:44.659,14:31:13.522,28.863,9.3051,5.4195,,maxiter = 5000,NA
uGauss2_CaDENCE:Rprop_06,14:31:13.538,14:31:42.628,29.09,8.9106,5.2622,,maxiter = 5000,NA
uGauss2_CaDENCE:Rprop_07,14:31:42.630,14:32:10.986,28.356,11.6968,6.7898,,maxiter = 5000,NA
uGauss2_CaDENCE:Rprop_08,14:32:10.986,14:32:40.082,29.096,22.9596,11.2444,,maxiter = 5000,NA
uGauss2_CaDENCE:Rprop_09,14:32:40.082,14:33:09.081,28.999,24.2555,13.2593,,maxiter = 5000,NA
uGauss2_CaDENCE:Rprop_10,14:33:09.081,14:33:37.941,28.86,9.488,5.494,,maxiter = 5000,NA
uGauss2_deepnet::gradientdescent_01,14:51:36.545,14:51:38.146,1.601,3.8938,3.0918,,maxiter = 5000,NA
uGauss2_deepnet::gradientdescent_02,14:51:38.149,14:51:39.688,1.539,6.6873,5.7861,,maxiter = 5000,NA
uGauss2_deepnet::gradientdescent_03,14:51:39.688,14:51:41.263,1.575,4.2675,3.384,,maxiter = 5000,NA
uGauss2_deepnet::gradientdescent_04,14:51:41.265,14:51:42.880,1.615,4.0021,3.1405,,maxiter = 5000,NA
uGauss2_deepnet::gradientdescent_05,14:51:42.882,14:51:44.456,1.574,3.3907,2.6117,,maxiter = 5000,NA
uGauss2_deepnet::gradientdescent_06,14:51:44.459,14:51:46.048,1.589,3.7747,2.9944,,maxiter = 5000,NA
uGauss2_deepnet::gradientdescent_07,14:51:46.050,14:51:47.676,1.626,3.923,3.0788,,maxiter = 5000,NA
uGauss2_deepnet::gradientdescent_08,14:51:47.691,14:51:49.277,1.586,3.8045,3.0296,,maxiter = 5000,NA
uGauss2_deepnet::gradientdescent_09,14:51:49.279,14:51:50.941,1.662,4.9403,3.9272,,maxiter = 5000,NA
uGauss2_deepnet::gradientdescent_10,14:51:50.944,14:51:52.578,1.634,3.6861,2.7199,,maxiter = 5000,NA
uGauss2_elmNNRcpp::train_extremeML_01,14:55:17.000,14:55:17.001,0.001,18.9142,15.8883,,,NA
uGauss2_elmNNRcpp::train_extremeML_02,14:55:17.004,14:55:17.005,0.001,21.7013,18.038,,,NA
uGauss2_elmNNRcpp::train_extremeML_03,14:55:17.005,14:55:17.005,0,15.6435,13.0677,,,NA
uGauss2_elmNNRcpp::train_extremeML_04,14:55:17.005,14:55:17.005,0,14.7753,12.6909,,,NA
uGauss2_elmNNRcpp::train_extremeML_05,14:55:17.005,14:55:17.005,0,16.65,14.1273,,,NA
uGauss2_elmNNRcpp::train_extremeML_06,14:55:17.005,14:55:17.005,0,13.4803,10.3191,,,NA
uGauss2_elmNNRcpp::train_extremeML_07,14:55:17.021,14:55:17.021,0,16.1233,13.166,,,NA
uGauss2_elmNNRcpp::train_extremeML_08,14:55:17.021,14:55:17.021,0,15.5048,12.4861,,,NA
uGauss2_elmNNRcpp::train_extremeML_09,14:55:17.021,14:55:17.021,0,20.7775,17.5764,,,NA
uGauss2_elmNNRcpp::train_extremeML_10,14:55:17.021,14:55:17.021,0,15.6446,13.5455,,,NA
uGauss2_ELMR::OSelmtrain.formula_extremeML_01,15:04:24.601,15:04:24.608,0.007,107.8365,95.334,,,NA
uGauss2_ELMR::OSelmtrain.formula_extremeML_02,15:04:24.610,15:04:24.616,0.006,215.1367,184.2107,,,NA
uGauss2_ELMR::OSelmtrain.formula_extremeML_03,15:04:24.618,15:04:24.624,0.006,1156.2933,985.2427,,,NA
uGauss2_ELMR::OSelmtrain.formula_extremeML_04,15:04:24.625,15:04:24.632,0.007,307.9684,258.7841,,,NA
uGauss2_ELMR::OSelmtrain.formula_extremeML_05,15:04:24.634,15:04:24.640,0.006,102.6898,88.5213,,,NA
uGauss2_ELMR::OSelmtrain.formula_extremeML_06,15:04:24.642,15:04:24.648,0.006,1595.7561,1366.3535,,,NA
uGauss2_ELMR::OSelmtrain.formula_extremeML_07,15:04:24.650,15:04:24.650,0,118.2945,92.7834,,,NA
uGauss2_ELMR::OSelmtrain.formula_extremeML_08,15:04:24.650,15:04:24.650,0,258.2268,225.4208,,,NA
uGauss2_ELMR::OSelmtrain.formula_extremeML_09,15:04:24.665,15:04:24.674,0.009,561.7106,484.6936,,,NA
uGauss2_ELMR::OSelmtrain.formula_extremeML_10,15:04:24.676,15:04:24.681,0.005,51.6779,46.2117,,,NA
uGauss2_h2o::h2o.deeplearning_01,15:09:54.784,15:09:56.402,1.618,3.0781,2.4544,,maxiter = 5000,NA
uGauss2_h2o::h2o.deeplearning_02,15:09:56.405,15:09:58.068,1.663,3.5976,2.6849,,maxiter = 5000,NA
uGauss2_h2o::h2o.deeplearning_03,15:09:58.070,15:09:59.659,1.589,3.0489,2.4215,,maxiter = 5000,NA
uGauss2_h2o::h2o.deeplearning_04,15:09:59.661,15:10:01.343,1.682,2.9827,2.3365,,maxiter = 5000,NA
uGauss2_h2o::h2o.deeplearning_05,15:10:01.343,15:10:02.936,1.593,5.6712,4.0698,,maxiter = 5000,NA
uGauss2_keras::modelsequential_adadelta_01,15:13:05.968,15:13:06.791,0.823,68.1663,60.3369,,maxiter = 5000,NA
uGauss2_keras::modelsequential_adadelta_02,15:13:06.801,15:13:07.660,0.859,49.9826,43.304,,maxiter = 5000,NA
uGauss2_keras::modelsequential_adadelta_03,15:13:07.660,15:13:08.517,0.857,32.7678,28.0201,,maxiter = 5000,NA
uGauss2_keras::modelsequential_adadelta_04,15:13:08.517,15:13:09.375,0.858,32.5826,27.8417,,maxiter = 5000,NA
uGauss2_keras::modelsequential_adadelta_05,15:13:09.375,15:13:10.240,0.865,85.8638,76.4301,,maxiter = 5000,NA
uGauss2_keras::modelsequential_adadelta_06,15:13:10.240,15:13:11.118,0.878,58.8777,51.9189,,maxiter = 5000,NA
uGauss2_keras::modelsequential_adadelta_07,15:13:11.120,15:13:12.018,0.898,43.6914,37.0945,,maxiter = 5000,NA
uGauss2_keras::modelsequential_adadelta_08,15:13:12.021,15:13:12.927,0.906,77.247,68.3478,,maxiter = 5000,NA
uGauss2_keras::modelsequential_adadelta_09,15:13:12.931,15:13:13.856,0.925,45.1769,38.5881,,maxiter = 5000,NA
uGauss2_keras::modelsequential_adadelta_10,15:13:13.860,15:13:14.788,0.928,29.0604,25.4309,,maxiter = 5000,NA
uGauss2_keras::modelsequential_adagrad_01,15:15:20.676,15:15:21.505,0.829,35.1224,29.5971,,maxiter = 5000,NA
uGauss2_keras::modelsequential_adagrad_02,15:15:21.505,15:15:22.369,0.864,36.114,30.5,,maxiter = 5000,NA
uGauss2_keras::modelsequential_adagrad_03,15:15:22.369,15:15:23.245,0.876,32.1053,27.0374,,maxiter = 5000,NA
uGauss2_keras::modelsequential_adagrad_04,15:15:23.248,15:15:24.113,0.865,29.3295,25.5743,,maxiter = 5000,NA
uGauss2_keras::modelsequential_adagrad_05,15:15:24.117,15:15:24.997,0.88,42.134,35.5855,,maxiter = 5000,NA
uGauss2_keras::modelsequential_adagrad_06,15:15:24.997,15:15:25.950,0.953,29.1232,25.3942,,maxiter = 5000,NA
uGauss2_keras::modelsequential_adagrad_07,15:15:25.955,15:15:26.881,0.926,34.9311,28.9571,,maxiter = 5000,NA
uGauss2_keras::modelsequential_adagrad_08,15:15:26.884,15:15:27.801,0.917,97.8818,86.6867,,maxiter = 5000,NA
uGauss2_keras::modelsequential_adagrad_09,15:15:27.811,15:15:30.743,2.932,29.2015,25.405,,maxiter = 5000,NA
uGauss2_keras::modelsequential_adagrad_10,15:15:30.759,15:15:33.434,2.675,46.7406,40.3122,,maxiter = 5000,NA
uGauss2_keras::modelsequential_adam_01,15:17:53.301,15:17:54.222,0.921,36.9653,31.1894,,maxiter = 5000,NA
uGauss2_keras::modelsequential_adam_02,15:17:54.222,15:17:55.180,0.958,30.8055,25.9111,,maxiter = 5000,NA
uGauss2_keras::modelsequential_adam_03,15:17:55.182,15:17:56.122,0.94,34.7812,29.382,,maxiter = 5000,NA
uGauss2_keras::modelsequential_adam_04,15:17:56.124,15:17:57.071,0.947,28.885,25.247,,maxiter = 5000,NA
uGauss2_keras::modelsequential_adam_05,15:17:57.075,15:17:58.097,1.022,32.9477,27.9849,,maxiter = 5000,NA
uGauss2_keras::modelsequential_adam_06,15:17:58.097,15:17:59.068,0.971,58.4612,51.4122,,maxiter = 5000,NA
uGauss2_keras::modelsequential_adam_07,15:17:59.068,15:18:00.078,1.01,46.3729,39.759,,maxiter = 5000,NA
uGauss2_keras::modelsequential_adam_08,15:18:00.078,15:18:01.092,1.014,37.2923,31.5195,,maxiter = 5000,NA
uGauss2_keras::modelsequential_adam_09,15:18:01.100,15:18:02.129,1.029,31.3409,26.9083,,maxiter = 5000,NA
uGauss2_keras::modelsequential_adam_10,15:18:02.137,15:18:03.152,1.015,44.0782,37.6107,,maxiter = 5000,NA
uGauss2_keras::modelsequential_rmsprop_01,15:20:31.882,15:20:32.759,0.877,49.1445,42.5802,,maxiter = 5000,NA
uGauss2_keras::modelsequential_rmsprop_02,15:20:32.759,15:20:33.669,0.91,90.8602,80.571,,maxiter = 5000,NA
uGauss2_keras::modelsequential_rmsprop_03,15:20:33.673,15:20:34.573,0.9,29.1838,25.5477,,maxiter = 5000,NA
uGauss2_keras::modelsequential_rmsprop_04,15:20:34.573,15:20:35.494,0.921,60.148,53.2515,,maxiter = 5000,NA
uGauss2_keras::modelsequential_rmsprop_05,15:20:35.494,15:20:36.413,0.919,30.7232,26.4546,,maxiter = 5000,NA
uGauss2_keras::modelsequential_rmsprop_06,15:20:36.416,15:20:37.331,0.915,48.2675,41.5949,,maxiter = 5000,NA
uGauss2_keras::modelsequential_rmsprop_07,15:20:37.342,15:20:38.268,0.926,52.516,45.9591,,maxiter = 5000,NA
uGauss2_keras::modelsequential_rmsprop_08,15:20:38.268,15:20:39.206,0.938,33.0341,28.0124,,maxiter = 5000,NA
uGauss2_keras::modelsequential_rmsprop_09,15:20:39.210,15:20:40.152,0.942,46.7404,40.45,,maxiter = 5000,NA
uGauss2_keras::modelsequential_rmsprop_10,15:20:40.168,15:20:41.153,0.985,53.736,47.0742,,maxiter = 5000,NA
uGauss2_keras::modelsequential_sgd_01,15:23:25.285,15:23:27.244,1.959,63.2245,56.0467,,maxiter = 5000,NA
uGauss2_keras::modelsequential_sgd_02,15:23:27.244,15:23:28.164,0.92,32.0256,27.0837,,maxiter = 5000,NA
uGauss2_keras::modelsequential_sgd_03,15:23:28.172,15:23:29.126,0.954,56.8167,50.1075,,maxiter = 5000,NA
uGauss2_keras::modelsequential_sgd_04,15:23:29.134,15:23:30.080,0.946,29.0069,25.3058,,maxiter = 5000,NA
uGauss2_keras::modelsequential_sgd_05,15:23:30.088,15:23:31.079,0.991,29.7913,25.6091,,maxiter = 5000,NA
uGauss2_keras::modelsequential_sgd_06,15:23:31.087,15:23:32.086,0.999,30.1325,25.8646,,maxiter = 5000,NA
uGauss2_keras::modelsequential_sgd_07,15:23:32.086,15:23:33.022,0.936,33.4007,27.0665,,maxiter = 5000,NA
uGauss2_keras::modelsequential_sgd_08,15:23:33.022,15:23:35.122,2.1,48.486,41.9557,,maxiter = 5000,NA
uGauss2_keras::modelsequential_sgd_09,15:23:35.132,15:23:38.771,3.639,49.3255,42.722,,maxiter = 5000,NA
uGauss2_keras::modelsequential_sgd_10,15:23:38.771,15:23:39.774,1.003,42.3362,35.775,,maxiter = 5000,NA
uGauss2_MachineShop:optim.BFGS_01,15:25:10.066,15:25:10.097,0.031,3.1971,2.5392,,maxiter = 200,NA
uGauss2_MachineShop:optim.BFGS_02,15:25:10.101,15:25:10.137,0.036,2.3875,1.8797,,maxiter = 200,NA
uGauss2_MachineShop:optim.BFGS_03,15:25:10.137,15:25:10.168,0.031,2.4308,1.9112,,maxiter = 200,NA
uGauss2_MachineShop:optim.BFGS_04,15:25:10.173,15:25:10.199,0.026,6.0937,4.5863,,maxiter = 200,NA
uGauss2_MachineShop:optim.BFGS_05,15:25:10.199,15:25:10.231,0.032,6.0317,4.5492,,maxiter = 200,NA
uGauss2_MachineShop:optim.BFGS_06,15:25:10.231,15:25:10.264,0.033,2.3732,1.8665,,maxiter = 200,NA
uGauss2_MachineShop:optim.BFGS_07,15:25:10.266,15:25:10.296,0.03,2.6765,2.1502,,maxiter = 200,NA
